Nikkei_price,Nikkei_volume,Nikkei_volume_c,Nikkei_volume_f,NikkeiNAV,NikkeiETF_discrep,Nikkeibeta,NikkeiBullbeta,NikkeiBearbeta,CSI_price,CSI_volume,CSI_volume_c,CSI_volume_f,CSINAV,CSIETF_discrep,CSIbeta,CSIBullbeta,CSIBearbeta
14110,1576,1,0,-1.64,0.2,0.528894,0.457182,0.354406,9105,2029698,1562,0,-1,0.13,0.117336,0.008208,0.341193
14175,1014,0,0,1.55,-0.09,0.531261,0.460614,0.354406,9095,1940470,1462,0,-0.28,0.29,0.11424,0.004823,0.341193
14075,807,0,0,0.2,0.17,0.530293,0.454349,0.368473,9105,1022464,576,0,0.01,0.39,0.11357,-0.009925,0.340399
14175,576,0,0,-0.71,0.17,0.538188,0.454349,0.358378,9115,573145,116,0,0.78,-0.28,0.116198,-0.009925,0.338079
14255,1973,0,0,0.78,0.1,0.53997,0.446604,0.35983,9225,499881,28,0,1.48,-0.54,0.119079,-0.02545,0.340176
14300,8791,2,0,0.51,0.15,0.543289,0.449707,0.35983,9240,522923,72,0,-0.23,-0.15,0.114303,-0.03556,0.340176
14280,319,0,0,0,0.47,0.542503,0.447485,0.367712,8940,513568,40,0,-2.8,-0.61,0.124559,-0.036855,0.280294
14200,1040,1,0,0.11,0.22,0.567977,0.450363,0.446553,9020,486342,35,0,-0.12,0.4,0.132012,-0.042438,0.300842
14220,577,0,0,-0.29,-0.05,0.563785,0.446235,0.435527,8960,526451,89,0,-1.29,1.03,0.142309,-0.040962,0.32601
14285,379,0,0,-0.02,0.11,0.564495,0.438051,0.435527,8880,573639,129,0,-0.16,0.3,0.139149,-0.020079,0.32601
14385,3968,1,0,0.49,0.08,0.563965,0.442109,0.447826,8850,662975,215,3.12,-0.65,0.61,0.140389,-0.012545,0.316547
14445,1103,1,0,0.6,0.18,0.53538,0.441475,0.346924,8790,465165,12,0,-0.4,0.33,0.151068,-0.016374,0.338624
14360,2798,1,0,0.31,0.28,0.535458,0.454266,0.358139,8830,489654,37,0,-0.3,1.09,0.150524,-0.014998,0.346828
14285,2792,0,0,-0.38,0.08,0.513374,0.423637,0.342205,8815,612113,178,0,0.54,0.37,0.145525,-0.022058,0.346842
13990,1166,1,0,-0.38,-0.07,0.508703,0.428083,0.342234,8825,587975,105,0,0.35,0.13,0.133392,-0.02205,0.347005
14250,1323,0,0,-1.91,-0.22,0.53297,0.422574,0.440087,8790,463178,18,0,-0.11,-0.16,0.132534,-0.041716,0.348529
14415,1548,1,0.01,1.48,0.15,0.517727,0.434107,0.42425,8740,390685,3,0,-0.97,0.25,0.13663,-0.056385,0.35238
14530,1076,0,0,1.36,-0.05,0.51935,0.413291,0.42425,8850,614778,85,0,0.87,0.63,0.150579,-0.054896,0.35238
14480,7524,6,0,0.53,0.21,0.528189,0.409375,0.418298,8955,486269,5,0,1.51,0.31,0.156331,-0.062471,0.350259
14420,2163,0,0,-0.28,0.14,0.528849,0.419442,0.418627,8935,471073,24,0,-1.22,1.32,0.159015,-0.101,0.350763
14370,883,0,0,-0.52,0.24,0.520414,0.404716,0.418627,8935,715431,131,0,0.62,0.7,0.157889,-0.103149,0.350763
14280,768,0,0,-0.28,0.18,0.521691,0.414776,0.419085,8855,472467,7,0,-0.58,0.38,0.163725,-0.109922,0.354162
14515,655,0,0,-0.55,0.11,0.516292,0.412242,0.424688,8760,581709,67,0,-1.03,0.34,0.155343,-0.113163,0.390738
14485,4922,0,0,1.55,0.2,0.512849,0.417882,0.463768,8750,524156,35,0,-0.1,0.32,0.155789,-0.114688,0.385092
14500,1929,0,0,-0.2,0.19,0.513392,0.417882,0.461071,8835,1210275,531,0,0.93,0.37,0.152659,-0.114688,0.400958
14485,1100,0,0,0.11,0.19,0.512528,0.417729,0.462954,8845,833013,380,0,-0.16,0.65,0.153298,-0.128035,0.401509
14495,1892,1,0,-0.18,0.27,0.495016,0.417729,0.414785,8985,691671,252,0,1.53,0.7,0.118739,-0.128035,0.229907
14495,8533,5,0,0.17,0.16,0.493353,0.417944,0.419706,8935,620975,189,0,-0.68,0.82,0.117857,-0.127335,0.214672
14430,3860,1,0,-0.08,0.24,0.491757,0.42827,0.417758,8890,466554,7,0,0.02,0.29,0.120972,-0.143814,0.218343
14430,1522,1,0,0.2,-0.4,0.490464,0.421419,0.417758,8770,435218,28,0,-1.83,0.78,0.115756,-0.140597,0.218343
14655,1136,0,0,-0.41,0,0.49159,0.396543,0.442264,8830,672781,259,0,0.57,0.89,0.129119,-0.114731,0.235878
14610,899,0,0,-0.1,1.67,0.496783,0.378297,0.463626,8935,631447,73,0,1.54,0.55,0.133502,-0.118745,0.251807
14885,1484,0,0,0.02,1.34,0.491817,0.3751,0.463626,9015,652450,78,0,0.71,0.74,0.128029,-0.143173,0.251807
15020,11041,11,0,3.12,0.12,0.468273,0.401306,0.412834,9015,709980,135,0,0.23,0.5,0.127641,-0.139402,0.24911
15150,1172,0,0,1.01,0.02,0.472084,0.412855,0.411947,9085,676329,35,0,0.63,0.65,0.137408,-0.11118,0.240423
15105,1488,0,0,0.01,0.87,0.474792,0.417662,0.411947,9090,964800,87,0,0.68,0.03,0.139194,-0.117203,0.240423
15085,73279,67,0,0.6,-0.02,0.475545,0.417662,0.406047,9105,580831,26,0,0.54,-0.34,0.139233,-0.117203,0.236611
15040,2614,0,0,-0.23,0.07,0.471388,0.417662,0.422546,9165,687014,21,0,0.58,-0.27,0.134457,-0.117203,0.239905
14965,2112,0,0,-0.43,0.2,0.482656,0.448002,0.422987,9180,644876,11,0,0.24,-0.34,0.144497,-0.094311,0.239145
15035,1618,1,0,-0.18,-0.12,0.4886,0.460471,0.422987,9210,800182,14,0,0.33,-0.35,0.157253,-0.084538,0.239145
15195,13635,12,0,0.3,0.04,0.494311,0.458185,0.426805,9300,818761,54,0,0.4,0.23,0.161756,-0.091787,0.241084
15140,1371,1,0,1,0.11,0.498195,0.466347,0.425336,9355,2327089,272,0,0.63,0.19,0.157589,-0.086405,0.231651
15065,2352,1,1.28,-0.4,0.15,0.506115,0.456129,0.423025,9370,1393089,615,0.86,0.45,-0.1,0.157423,-0.087106,0.232832
15085,2301,0,0,-0.37,0.02,0.506214,0.470437,0.425975,9425,779403,51,0,0.69,-0.2,0.157721,-0.095369,0.224865
15100,2020,0,0,0.17,-0.02,0.505902,0.487442,0.425975,9460,814963,153,0,0.51,-0.34,0.1577,-0.08175,0.224865
15300,741,0,0,0.03,0.06,0.505427,0.487442,0.416474,9580,1109255,449,0,1.32,-0.4,0.146484,-0.08175,0.199794
15185,8878,8,0,1.32,0.06,0.513251,0.489336,0.416474,9755,811154,38,345.87,1.21,0.21,0.169657,-0.010765,0.199794
15020,1904,0,0,-0.78,0.08,0.512814,0.507593,0.430175,9750,716956,51,0,0.33,-0.17,0.169301,-0.005331,0.207697
14990,3285,1,0,-1.14,0.14,0.496649,0.487842,0.430175,9775,838659,177,9.78,-0.75,0.84,0.169258,-0.006929,0.207697
14970,2114,0,0,-0.13,0.08,0.485069,0.470226,0.430175,9815,2877307,274,14.11,1.11,0.14,0.173965,-0.000465,0.207697
14780,10985,8,4.49,-0.03,-0.03,0.479143,0.457167,0.430175,9640,2887052,218,0,-1.73,0.09,0.154615,-0.041795,0.207697
14635,3341,0,0,-1.47,0.17,0.489978,0.457167,0.462967,9575,1724538,151,0,-0.52,-0.06,0.16302,-0.041795,0.229315
14895,2838,0,0,-0.82,0.01,0.478897,0.457167,0.417566,9550,2486752,51,0,0.37,-0.7,0.167215,-0.041795,0.230904
14760,2414,2,0,1.66,0.13,0.475422,0.420874,0.417566,9520,1045828,927,0,-0.41,-0.6,0.171315,-0.027019,0.230904
14410,14898,14,0,-0.77,-0.01,0.469498,0.420874,0.428727,9630,2196443,171,20.89,1.79,-1.21,0.144609,-0.027019,0.136746
13705,1790,1,0,-2.7,0.33,0.497324,0.413502,0.509427,9650,1355699,326,9,0.42,-1.43,0.14025,-0.049645,0.121895
13600,14340,9,2.05,-5.01,0.45,0.568453,0.415491,0.721286,9325,1799310,1117,0,-2.52,-2.28,0.197906,-0.06782,0.286973
13835,4155,2,0,0.27,-0.58,0.555202,0.415491,0.668537,9270,1313486,670,68.26,-2.37,-0.49,0.202686,-0.06782,0.292215
13560,1942,1,0,1.28,-0.14,0.566286,0.413688,0.669546,9105,892657,124,460.97,-2.04,-0.23,0.197593,-0.065316,0.29276
13655,2049,1,0,-2.44,0.32,0.584176,0.399411,0.712076,8630,3447950,618,43.15,-3.99,-1.5,0.287598,-0.041321,0.533674
13455,165,0,0,-0.01,1.03,0.577497,0.408794,0.712076,8755,1268078,54,0.11,1.14,-1.2,0.293851,-0.012968,0.533674
13375,16482,15,0,-0.7,0.25,0.571263,0.421247,0.712076,8840,1182276,484,0,0.61,-0.84,0.297236,-0.02793,0.533674
13975,17759,12,0,-0.31,-0.03,0.557762,0.387171,0.71721,8800,875174,207,0,0.21,-1.5,0.288375,-0.046975,0.536441
13870,1450,0,0,4.67,-0.2,0.582638,0.461135,0.737507,9035,620011,14,0,-0.92,2.07,0.306504,-0.003875,0.543163
13925,666,0,0,-0.94,-0.02,0.583966,0.46057,0.738275,9050,629124,14,346.72,0.52,1.71,0.299638,0.020069,0.528604
13770,2628,1,0,0.18,0.2,0.585072,0.462109,0.738275,9110,604532,9,0,0.26,2.12,0.30123,0.018827,0.528604
13800,100633,100,0,-1.16,0.24,0.590323,0.457521,0.742289,9185,688475,138,0,2.67,0.29,0.295633,0.009074,0.523438
14045,833,1,0,0.86,-0.4,0.580601,0.427699,0.742289,9230,634471,88,0,0.13,0.64,0.295068,0.002608,0.523438
14210,768,0,0,1.31,0.06,0.584761,0.408092,0.743637,9300,700384,74,0.01,1.21,0.19,0.291649,-0.004056,0.519798
13985,1069,0,0,0.94,0.3,0.581147,0.408092,0.762664,9195,597456,57,0,-1.53,0.6,0.292681,-0.004056,0.49979
13450,798,0,0,-1.35,0.06,0.592897,0.401662,0.783092,9185,628352,13,0,-0.04,0.53,0.291887,-0.009997,0.492075
13265,47534,42,0,-4.19,0.44,0.616072,0.400699,0.844542,9110,571008,19,0,-0.73,0.44,0.293227,-0.01048,0.501251
13575,6230,6,0,-0.67,-0.27,0.625145,0.400699,0.863986,9125,932132,100,0,0.23,0.37,0.28721,-0.01048,0.488491
13495,30923,27,0,1.93,0.13,0.643168,0.46669,0.863986,9170,1162228,46,0,0.57,0.3,0.286906,0.002939,0.488491
13550,10643,9,0,-0.91,0.46,0.646933,0.468404,0.862589,9130,1474850,3,0.92,-1,0.87,0.288052,0.002533,0.487027
13550,6046,5,0,0.66,0.2,0.64212,0.435073,0.862589,9175,1084431,2,0,1.01,0.35,0.288604,-0.002862,0.487027
13870,7549,6,0,0.53,-0.32,0.637963,0.421063,0.854169,9185,996902,10,0,0.7,-0.24,0.284254,-0.005769,0.496155
13970,14931,1,0,1.67,0.36,0.648893,0.472073,0.854169,9240,1264300,12,0,0.25,0.11,0.286232,0.00058,0.496155
13835,13509,13,0,0.58,0.49,0.653873,0.476925,0.854169,9235,1204707,6,0,-0.74,0.81,0.28559,0.000263,0.496155
13855,10932,9,0,-0.86,0.39,0.661107,0.483923,0.849463,9160,993288,11,0,-0.5,0.49,0.290511,0.003226,0.491376
13780,8686,7,0,0.16,0.38,0.660989,0.484881,0.852299,9200,1338340,106,0,0.56,0.37,0.290872,0.00069,0.494971
13645,3356,3,0,-0.67,0.5,0.665513,0.506167,0.852299,9175,1236897,6,0.58,-0.91,1.02,0.292829,0.013802,0.494971
13585,11832,11,0,-0.84,0.36,0.674945,0.51295,0.856478,9205,1124957,19,0,0.75,0.59,0.293759,0.018646,0.489996
13585,3131,3,0,-0.49,0.41,0.676634,0.516413,0.85025,9185,1612401,5,0,-0.18,0.54,0.289399,0.020751,0.494998
13720,4745,4,0,0.01,0.4,0.688175,0.543591,0.848774,9215,1210281,10,0,-0.1,0.97,0.286642,0.011847,0.49776
13110,4307,4,0,1.04,0.36,0.679794,0.541186,0.852151,9100,1730110,19,0,-0.88,0.6,0.274543,0.017134,0.500032
13090,3998,2,0,-4.61,0.53,0.739469,0.542619,0.994391,8700,1903371,21,0,-2.78,-1.07,0.36748,0.019956,0.72913
13520,19572,17,0,0.73,-0.35,0.736221,0.533159,0.985831,8785,1409461,10,0,0.2,-0.31,0.373296,0.030208,0.719533
13265,4223,4,0,2.75,0.17,0.746128,0.543707,0.984557,8890,1622045,29,0,0.63,0.25,0.373929,0.033758,0.717966
13445,1381,1,0,-0.71,-1.02,0.753764,0.550992,1.001481,8745,1824265,86,0,-2.15,0.78,0.387792,0.030909,0.739602
13630,200,0,0,0.68,-0.35,0.75852,0.54718,1.001481,8765,1515739,11,0,0.9,0.11,0.386796,0.03717,0.739602
13640,3465,3,0,1.34,-0.32,0.761895,0.540308,0.997697,8845,1269442,7,0,0.21,0.81,0.387522,0.03273,0.753029
13570,2129,2,0,-0.28,0.03,0.75954,0.540308,1.008924,8765,847422,117,0,-1.06,0.97,0.38846,0.03273,0.739017
13540,1083,1,0,-0.45,-0.03,0.759305,0.542924,1.00064,8645,1347498,129,0,-0.95,0.54,0.390085,0.031287,0.718006
13825,22242,22,0,0.11,-0.36,0.747629,0.542924,0.983308,8615,1094114,230,0,0.23,-0.04,0.389131,0.031287,0.707262
13720,6970,7,0,1.47,0.26,0.758179,0.582274,0.982141,8660,872411,37,0,-0.18,0.67,0.390176,0.039026,0.676013
13875,932,1,0,-0.23,-0.27,0.756149,0.582274,0.983947,8665,944111,37,0,0.9,-0.17,0.391636,0.039026,0.673931
13905,73,0,0,0.49,0.37,0.759465,0.583884,0.974417,8745,1159246,96,0,-0.43,1.18,0.394557,0.040627,0.671791
13890,27250,27,0,0.55,0.04,0.765277,0.584415,0.981837,8725,1247539,523,0,2.09,-1.12,0.397872,0.046012,0.67718
13785,181,0,0,-0.6,0.53,0.765162,0.584415,0.98176,8880,924374,44,0,0.61,0.03,0.394026,0.046012,0.690658
13860,1058,1,0,-0.09,-0.14,0.767608,0.56713,0.969966,8875,1137677,4,0,-0.68,0.66,0.393929,0.04648,0.687349
13895,5664,5,0,0.56,-0.16,0.777929,0.590168,0.969966,8855,798148,11,5.97,-0.84,1.28,0.397265,0.057117,0.687349
13955,2937,2,0,0.28,-0.18,0.780002,0.588759,0.970946,8695,900905,32,0,-1.23,0.69,0.395675,0.095566,0.686859
14090,100,0,0,-0.01,0.25,0.781295,0.588062,0.975483,8600,847827,26,0,-1.96,1.59,0.401767,0.094134,0.673669
14115,9520,9,0,1.46,-0.23,0.781956,0.593975,0.975483,8495,919617,66,0,0.38,-0.04,0.388224,0.073332,0.673669
14135,20356,20,1.42,0.09,-0.15,0.784294,0.595157,0.974363,8590,505532,10,0,0.78,0.3,0.385316,0.061693,0.675888
14115,266,0,0,-0.15,0.14,0.783727,0.59474,0.975851,8530,991403,9,0,-1.22,0.83,0.386791,0.061991,0.673212
14245,276,0,0,-0.32,0.32,0.782105,0.591435,0.973148,8485,452956,12,0.05,0.11,0.18,0.390513,0.066339,0.664801
14130,1759,2,0,0.84,0.4,0.775582,0.596462,0.977341,8620,1425004,582,0,2.6,-0.81,0.386955,0.060567,0.670828
14180,1019,1,0,-0.27,-0.13,0.774625,0.585528,0.978237,8650,557191,23,0.85,0.04,-0.5,0.388828,0.06985,0.669523
14330,1705,2,0,0.47,-0.25,0.768897,0.57664,0.978237,8555,570302,254,0,-2.05,0.47,0.376,0.037065,0.669523
14290,25468,25,0,0.72,0.09,0.771345,0.575673,0.978237,8500,444716,47,0,-0.54,0.37,0.371449,0.03049,0.669523
14290,9168,8,0,-0.05,-0.15,0.764655,0.560681,0.978581,8495,433141,6,0,-0.62,0.94,0.369175,0.025749,0.667214
14270,2574,2,0,-0.03,-0.12,0.760867,0.557861,0.979441,8475,526967,114,0,0.34,0.36,0.372711,0.028372,0.666394
14360,379,0,0.24,0,-0.26,0.758553,0.557861,0.977274,8535,397664,41,0,0.9,0.17,0.367094,0.028372,0.661154
14355,4464,4,0,0.04,0.33,0.751123,0.566338,0.957177,8510,371196,5,0,-0.31,0.18,0.37341,0.042832,0.658849
14300,454,0,0,0.19,0.11,0.750186,0.536319,0.95765,8670,495954,114,0,2.59,-0.51,0.390291,0.112442,0.662776
14370,2051,2,0,-0.46,0.18,0.750705,0.536319,0.954862,8730,658371,340,0,-0.06,0.24,0.388766,0.112442,0.667785
14480,737,1,0,0.33,0.34,0.75761,0.535077,0.967906,8715,698761,33,0,0.04,0.02,0.385091,0.105968,0.66859
14575,5484,5,0,1.14,-0.03,0.76637,0.5569,0.967906,8690,460614,29,0,-0.44,0.18,0.394097,0.139177,0.66859
14570,21975,22,0,0.5,0.13,0.764845,0.5569,0.975568,8780,358235,17,0,0.84,0.38,0.397765,0.139177,0.676754
14440,325,0,0,-0.19,0.28,0.76215,0.555552,0.973301,8785,524785,127,1.08,0.65,-0.22,0.396248,0.137063,0.675401
14520,141,0,0,-0.4,-0.21,0.762152,0.578514,0.973301,8765,513433,16,0,-0.66,0.22,0.395832,0.150452,0.675401
14565,738,1,0,0.52,-0.17,0.758394,0.578514,0.980985,8725,554417,116,0,-0.34,0.1,0.397058,0.150452,0.677706
14655,990,1,0,0.37,-0.23,0.755511,0.57866,0.989129,8760,438082,90,0,0.58,-0.08,0.396367,0.150171,0.682244
14410,173,0,0,0.34,0.04,0.756109,0.567452,0.989129,8875,307948,19,0,0.86,0.37,0.397862,0.133509,0.682244
14280,4232,4,0,-1.3,-0.34,0.752968,0.585403,0.989129,8740,460407,13,0,-1.97,0.83,0.398375,0.167876,0.682244
14340,59,0,0,-1.21,-0.02,0.754097,0.589703,0.981859,8680,635019,106,0,-0.89,1.04,0.399698,0.168155,0.67576
14275,147,0,0,0.08,0.32,0.758252,0.60366,0.985593,8610,390882,9,0,-0.48,0.71,0.393118,0.135004,0.667612
14275,179,0,0,0.17,-0.3,0.75594,0.592815,0.985593,8610,340198,30,0,0.08,0.63,0.390027,0.132261,0.667612
14015,4512,4,0,-0.6,0.31,0.751487,0.592815,0.981984,8545,427725,6,0,-0.79,0.66,0.39322,0.132261,0.675183
14190,214,0,0,-1.45,-0.07,0.758606,0.592815,0.985055,8455,522195,112,0,-1.99,1.62,0.399494,0.132261,0.673031
14170,9314,0,0,0.82,0.35,0.762295,0.587942,0.985055,8490,374926,8,0,2.13,-0.09,0.399763,0.137225,0.673031
14290,1635,0,0,-0.06,0.27,0.760111,0.583775,0.97309,8420,413395,9,0,-1.24,0.34,0.394094,0.13025,0.675679
14410,1395,0,0,1.34,-0.22,0.75619,0.553889,0.97309,8505,322722,47,0,0.75,0.59,0.40015,0.130606,0.675679
14555,829,0,0,0.23,0.39,0.757019,0.54513,0.97707,8570,467201,7,0,1,0.36,0.40087,0.121918,0.68124
14515,2268,0,0,1.34,0.06,0.758083,0.549419,0.979732,8575,321325,4,0,-0.07,0.49,0.407009,0.120346,0.667914
14575,560,0,0,-0.6,0.39,0.757422,0.529487,0.978303,8480,304660,9,0,-1.14,0.52,0.411095,0.139467,0.672298
14550,583,0,0,0.55,0.25,0.75452,0.523097,0.978303,8470,354782,17,0,0.17,0.23,0.407492,0.1316,0.672298
14540,1824,1,0,0.28,-0.2,0.755775,0.523097,0.976313,8555,441618,72,0,1.48,-0.24,0.407372,0.1316,0.684729
14615,946,0,0,-0.55,0.28,0.741068,0.528302,0.929645,8515,677019,361,0,-0.74,0.03,0.402089,0.129464,0.687854
14510,1030,0,0,0.56,0.24,0.734601,0.528302,0.923654,8530,209889,4,0.47,0.52,-0.31,0.400254,0.129464,0.684579
14185,815,0,0,-0.78,0.3,0.734007,0.54122,0.921514,8530,255826,77,0,0.28,-0.58,0.396561,0.151354,0.676805
14425,2092,2,0,-1.87,-0.08,0.746933,0.542313,0.945359,8280,297632,47,0,-3.76,0.28,0.422401,0.153534,0.726222
14520,2150,0,0,1.3,0.31,0.75377,0.56839,0.939457,8275,1267571,1017,0,0.24,-0.02,0.418603,0.144797,0.727339
14365,946,1,0,0.63,0.33,0.742399,0.56839,0.920914,8210,322509,3,0,-1.02,0.21,0.425731,0.144797,0.727564
14280,790,0,0,-0.82,0.08,0.733572,0.542455,0.920914,8185,231549,16,0,-0.05,-0.05,0.41965,0.136086,0.727564
14300,901,0,0,-0.75,0.24,0.733923,0.560419,0.920914,8145,519285,211,1371.6,-0.99,0.45,0.423597,0.136428,0.727564
14250,1387,0,0,0.03,0.35,0.734302,0.55849,0.92247,8010,416077,29,59.76,-1.39,0.18,0.421584,0.146918,0.715017
14260,2295,0,0,-0.29,0.29,0.73441,0.562708,0.921383,7825,321381,152,0,-2.42,0.3,0.426642,0.161698,0.702972
14285,936,0,0,0.02,0.34,0.725805,0.562708,0.910058,7730,728075,492,187.69,-0.66,-0.26,0.43513,0.161698,0.707203
13975,4086,1,0,0.17,0.34,0.723651,0.562873,0.910058,7835,203965,64,0.16,1.75,-0.65,0.440369,0.160112,0.707203
13945,1801,0,0,-2.29,0.47,0.731404,0.562873,0.929639,7645,72661,40,0,-2.95,-0.11,0.463673,0.160112,0.736952
13900,1033,0,0,-0.14,0.39,0.731269,0.570875,0.929639,7515,2301623,2026,0,-0.51,-1.3,0.463901,0.178015,0.736952
13800,2342,2,0.34,-0.23,0.29,0.732241,0.570875,0.927864,7540,53170,28,0,-0.57,-0.4,0.458168,0.178015,0.740419
13950,1255,0,0,-0.84,0.42,0.734164,0.567504,0.924138,7490,1200889,1005,0,-0.72,-0.35,0.455991,0.193415,0.736668
14135,684,0,0,1.24,0.26,0.736709,0.5718,0.930579,7555,74045,21,0,0.31,0.21,0.458793,0.198258,0.731709
14230,812,0,0,1.24,0.34,0.739726,0.573039,0.932382,7675,878375,773,0,2.89,-1.07,0.464457,0.200217,0.731845
14085,1164,0,0,0.63,0.38,0.739939,0.590817,0.932382,7760,142319,59,0.23,0.6,-0.56,0.466784,0.194481,0.731845
14230,1230,0,0,-1.22,0.59,0.744389,0.591684,0.931868,7595,326928,287,0,-2.07,-0.62,0.473378,0.194017,0.73044
14505,1752,0,0,1.24,0.38,0.745615,0.576686,0.932842,7850,35607,11,0,2.86,-0.14,0.477319,0.133847,0.739864
14505,2936,2,0,1.84,0.47,0.757288,0.619003,0.932842,7910,107766,45,0.28,0.09,0.53,0.481883,0.152655,0.739864
14530,1478,0,0,0.04,0.44,0.757356,0.611795,0.933607,7845,34896,18,0,-0.2,-0.1,0.481815,0.17023,0.735822
14645,10189,6,0,0.52,0.09,0.756761,0.612575,0.93478,7770,50713,21,0,-0.95,-0.1,0.488311,0.159323,0.725491
14625,15825,11,0,0.42,0.46,0.755076,0.581233,0.940412,7770,40662,9,0,-0.08,-0.02,0.488,0.151565,0.725943
14590,7765,7,0,-0.08,0.4,0.754855,0.582904,0.940098,7745,66898,22,0,-0.59,0.25,0.487422,0.164959,0.724376
14390,1942,2,0,-0.27,0.44,0.753118,0.591148,0.940098,7820,66635,14,0,1.69,-0.46,0.484683,0.158965,0.724376
14390,446,0,0,-1.46,0.53,0.759243,0.583864,0.944601,7840,64468,39,0,0.66,-0.86,0.482356,0.150852,0.720314
14525,2975,0,0,0.55,-0.03,0.758245,0.559005,0.944601,7970,94940,30,0,1.43,-0.64,0.486994,0.155149,0.720314
14405,529,0,0,0.46,0.45,0.757425,0.559005,0.950288,7990,154706,85,0,-0.45,0.06,0.483751,0.155149,0.72517
14535,533,0,0,-0.19,-0.2,0.750953,0.548004,0.94656,7900,487871,334,0,-1.73,0.68,0.475819,0.144053,0.730442
14480,342,0,0,0.62,0.08,0.752861,0.535022,0.94656,7820,97374,28,0,-0.8,0.46,0.476158,0.15284,0.730442
14475,279,0,0,-0.83,0.54,0.761413,0.535022,0.962889,7745,90840,31,0,-0.32,-0.19,0.489953,0.15284,0.752471
14595,9395,1,0,0,0.5,0.761336,0.538086,0.962889,7775,330616,281,0,-0.04,0.24,0.489373,0.178902,0.752471
14440,773,0,0,1.05,0.28,0.767946,0.549499,0.962889,7695,124005,16,0,-1.66,0.89,0.481222,0.17085,0.752471
14400,861,0,0,-1.13,0.35,0.766612,0.554391,0.957376,7500,588422,403,0,-1.99,0.33,0.499774,0.174002,0.786639
14420,700,0,0,0.05,0.02,0.775438,0.544342,0.992082,7425,145075,64,0,-2.1,1.46,0.493303,0.159656,0.795241
14425,1045,0,0,-0.08,0.24,0.777481,0.535326,0.991452,7295,167429,79,0,-1.05,0.74,0.494584,0.155728,0.770827
14540,1554,1,0,0.75,-0.47,0.77489,0.542874,0.991452,7400,89174,4,0,2.86,-0.64,0.499578,0.156007,0.770827
14520,2215,0,0,-0.06,0.39,0.774814,0.526067,0.996638,7360,149037,13,0,-1.55,0.38,0.499443,0.174894,0.771247
14315,910,0,0,-0.22,0.47,0.76744,0.535411,0.986534,7535,78476,12,0,2.17,0.59,0.514042,0.118144,0.792025
13955,724,0,0,-1.32,0.38,0.774401,0.535411,0.988271,7545,100663,23,0,0.77,-0.04,0.511582,0.118144,0.784534
14250,2334,1,0,-1.96,-0.19,0.791967,0.535411,1.026097,7540,35533,7,0,-0.25,0.14,0.492611,0.118144,0.746448
14225,1354,1,0,2.16,-0.23,0.799903,0.528546,1.026097,7475,74992,27,0,-1.17,0.45,0.486235,0.121094,0.746448
14300,3002,2,0,-0.69,0.29,0.796992,0.528024,1.024221,7300,176013,80,0,-2.84,0.96,0.500286,0.122904,0.755297
14250,1171,1,0,0.37,0.45,0.79933,0.525566,1.024221,7200,155044,28,0,-1.63,1.24,0.493737,0.145497,0.755297
14255,2969,2,0,-0.35,0.45,0.798177,0.541241,1.038414,7185,127381,29,0,1.41,-0.38,0.49413,0.154571,0.751064
14235,1736,1,0,0.15,0.34,0.792025,0.52553,1.044317,7385,131571,30,0,1.62,0.77,0.510788,0.212435,0.74875
14320,1038,0,0,0.58,-0.38,0.793134,0.531487,1.044317,7350,111907,45,0,-0.48,0.77,0.510247,0.22528,0.74875
14385,360,0,0,0.26,-0.05,0.793699,0.527579,1.044317,7385,98289,27,0,0.28,0.97,0.511195,0.217121,0.74875
14605,1347,0,0,0.83,-0.42,0.795552,0.522078,1.044317,7350,99359,20,0,-0.27,0.76,0.510798,0.21487,0.74875
14620,1721,1,0,0.91,0.19,0.797692,0.508048,1.044317,7570,163932,50,0,2.93,0.82,0.515265,0.19903,0.74875
14580,1696,1,0,0.07,0.22,0.798086,0.512112,1.043496,7530,531574,311,0,-0.44,0.73,0.518796,0.213014,0.737658
14665,1272,0,0,0.21,-0.26,0.796238,0.521747,1.049397,7480,373285,234,0,-0.49,0.55,0.517674,0.225854,0.737129
14590,623,0,0,0.07,0.24,0.794606,0.528926,1.054269,7425,248812,140,0,-1.31,1.13,0.515708,0.237604,0.72685
14565,4293,0,0,0.03,-0.3,0.791784,0.522241,1.049566,7420,52597,14,0,-0.2,1.27,0.512852,0.235698,0.729696
14580,1021,0,0,-0.69,0.22,0.790901,0.522241,1.047601,7330,99169,19,0,-0.52,0.56,0.517744,0.235698,0.72553
14530,897,0,0,0.05,0.27,0.789656,0.524875,1.048177,7445,220863,38,0,1.67,0.46,0.532916,0.222551,0.745829
14330,1290,0,0,-0.68,0.62,0.786076,0.524875,1.055414,7380,89248,9,0,-1.55,1.15,0.536523,0.222551,0.725898
14335,856,0,0,-0.41,-0.36,0.788423,0.524875,1.037955,7290,90314,7,0,-0.75,0.67,0.538174,0.222551,0.712934
14395,528,0,0,-0.68,0.36,0.793944,0.541883,1.038292,7285,484042,348,0,0.28,0.32,0.54946,0.26211,0.713577
14450,1234,1,0,0.2,0.58,0.79365,0.540978,1.049522,7230,76255,15,2.92,-1.2,0.77,0.548226,0.273765,0.702525
14505,978,1,0,1.37,-0.4,0.789131,0.535868,1.052724,7140,121378,16,0,-0.5,0.02,0.550696,0.274554,0.692336
