Nikkei_price,Nikkei_volume,Nikkei_volume_c,Nikkei_volume_f,NikkeiNAV,NikkeiETF_discrep,Nikkeibeta,NikkeiBullbeta,NikkeiBearbeta,CSI_price,CSI_volume,CSI_volume_c,CSI_volume_f,CSINAV,CSIETF_discrep,CSIbeta,CSIBullbeta,CSIBearbeta
12000,701,0,0,-1.21,-0.02,1.270382,1.39928,1.513019,7400,429443,12,0,-1.28,-0.4,0.438473,0.557763,0.370264
11955,4621,4,0,0.75,-0.22,1.264271,1.39928,1.512309,7425,443266,3,0,-0.45,0.39,0.448633,0.5963,0.370695
11755,89,0,0,-0.96,0.36,1.261968,1.39928,1.511008,7360,405434,6,0,0.35,-0.83,0.443577,0.5963,0.361737
11735,441,0,0,-1.55,0.24,1.254381,1.409028,1.511008,7365,395728,7,0,-0.2,-0.57,0.443358,0.59659,0.361737
11855,951,1,0,0.46,-0.39,1.254488,1.409028,1.506307,7400,440007,6,0,0.4,-0.49,0.443035,0.59659,0.365535
11920,392,0,0,1.07,-0.43,1.255188,1.391926,1.506307,7480,440035,3,0,0.28,0.3,0.433995,0.575299,0.365535
11810,3430,0,0,0.32,-0.2,1.251604,1.391926,1.509871,7500,396839,3,0,0.04,0.53,0.434331,0.575299,0.364971
11740,1177,1,0,-1.26,0.13,1.251683,1.408945,1.509871,7500,456300,1,0,0.19,0.34,0.447501,0.659394,0.384593
11855,230,0,0,-0.52,0.06,1.251912,1.408945,1.496712,7480,408194,8,0,0.06,0.01,0.447612,0.659394,0.381052
12040,192,0,0,1.35,-0.31,1.252185,1.389553,1.496712,7485,397022,1,0,0,0.07,0.450697,0.662118,0.381052
11845,1034,1,0,1.85,-0.6,1.256236,1.398338,1.496712,7470,400944,4,0,-0.2,0.07,0.425356,0.655373,0.338932
11950,5150,3,0,-1.98,-0.23,1.26167,1.398338,1.504028,7495,412982,2,0,0.21,0.19,0.454718,0.785503,0.334563
11750,1639,2,0,0.7,-0.04,1.262078,1.399323,1.504028,7460,416857,2,0,-0.33,0.06,0.458653,0.791465,0.334563
11720,35207,34,0,-1.26,-0.46,1.267464,1.399323,1.503367,7460,394540,1,0,-0.97,1.04,0.471163,0.791465,0.354063
11760,15788,15,0,0.02,-0.74,1.267151,1.403857,1.503367,7385,508869,73,0,-0.48,0.51,0.466497,0.804492,0.347884
11700,4061,4,0,0.23,-0.63,1.267232,1.402041,1.503367,7300,578610,117,0,-0.62,-0.03,0.454872,0.796943,0.347884
11785,1729,1,0,-0.33,-0.8,1.267784,1.402041,1.496618,7285,481918,88,1.83,0.23,-0.46,0.455079,0.796943,0.346173
11725,40,0,0,0.53,-0.61,1.261081,1.402041,1.495761,7320,396053,7,0,0.6,-0.57,0.452103,0.796943,0.346143
12005,67,0,0,-0.5,-0.62,1.261003,1.410296,1.495761,7415,426791,8,0,0.49,0.22,0.452169,0.772616,0.346143
12065,868,1,0,2.46,-0.69,1.268425,1.409192,1.495761,7490,408405,0,0,0.84,0.39,0.454854,0.771496,0.346143
12000,139,0,0,0.38,-0.58,1.26878,1.404439,1.495761,7450,408666,8,0,0.66,-0.8,0.331222,0.777276,-0.037435
12155,259,0,0,-1.08,-0.03,1.269488,1.404439,1.491362,7435,369262,0,0,-1.13,0.14,0.331641,0.777276,-0.038296
12080,2505,0,0,0.95,0.31,1.272336,1.404156,1.491362,7435,400260,2,0,0.16,-0.03,0.2394,0.523208,-0.038296
12005,124,0,0,-0.48,0.16,1.272984,1.404156,1.48269,7410,393658,3,0,0.5,-0.86,0.213738,0.456192,-0.041011
12020,1323,1,0,-0.58,0.12,1.273482,1.404156,1.472641,7420,404355,8,3.1,-0.12,-0.61,0.216796,0.456192,-0.047398
12070,818,1,0,0.14,0.1,1.273272,1.404477,1.472641,7550,525126,75,0,1.49,-0.36,0.206091,0.417163,-0.047398
12055,1398,1,0,0.66,-0.14,1.267033,1.390582,1.472641,7580,475129,13,0,0.01,0.03,0.207718,0.418746,-0.047398
12055,204,0,0,0,-0.27,1.266515,1.393819,1.472641,7550,511943,112,0,-0.1,-0.27,0.207542,0.447954,-0.047398
12040,1146,1,0,-0.1,-0.17,1.266501,1.393091,1.472641,7500,469341,69,0,-0.88,-0.05,0.205944,0.457939,-0.036364
11955,512,0,0,-0.44,0.14,1.26219,1.393091,1.468917,7440,409576,22,0,-0.42,-0.43,0.208892,0.457939,-0.018862
11910,106,0,0,-0.83,0.27,1.263104,1.393091,1.468401,7430,399641,6,0,-0.59,0.03,0.21264,0.439797,-0.018925
12200,106,0,0,0.02,-0.13,1.261122,1.397745,1.468401,7405,433468,12,0,-0.07,-0.24,0.211632,0.442478,-0.018925
12135,501,0,0,2.38,-0.08,1.269482,1.403691,1.468401,7500,492511,2,0,0.28,0.76,0.150835,0.255102,0.001319
12105,157,0,0,-0.52,-0.09,1.259732,1.403691,1.447772,7470,451116,0,0,0.81,-0.45,0.153679,0.255349,0.008544
12095,168,0,0,-0.47,0.14,1.259798,1.408178,1.445847,7490,401196,5,0,0.68,-0.86,0.154531,0.251826,0.00302
11975,14248,5,0,-0.19,0.24,1.255268,1.398196,1.445847,7515,517050,0,0,-0.85,0.32,0.155411,0.260024,0.00302
12065,6813,7,0,-0.47,-0.28,1.256417,1.414456,1.446677,7480,587541,0,0,-0.21,0.06,0.150351,0.267788,-0.000576
12260,93,0,0,0.33,0.14,1.258681,1.408513,1.453925,7420,544547,3,0,0.29,-1.03,0.153397,0.265988,-0.006794
12280,10432,5,0,1.45,0.3,1.261302,1.398755,1.453925,7430,485366,1,0,-0.04,-0.86,0.153067,0.265405,-0.006794
12250,753,0,0,0.16,0.3,1.251409,1.380242,1.453925,7455,1092542,600,0,-0.06,-0.47,0.1551,0.258073,-0.006794
12240,146,0,0,-0.14,0.2,1.242735,1.393211,1.453925,7450,458115,8,4.29,0.11,-0.64,0.153639,0.268561,-0.006794
12220,110,0,0,-0.17,0.28,1.242749,1.393211,1.452618,7445,409788,3,0,-0.19,-0.52,0.152506,0.268561,0.002077
12140,65,0,0,0.06,0.06,1.237748,1.361332,1.452618,7445,438485,14,0,-0.09,-0.43,0.15078,0.269204,0.002077
12250,731,1,0,-0.38,-0.21,1.23756,1.36055,1.452618,7405,574454,0,0,-1.28,0.32,0.147529,0.264164,0.002077
12160,1076,1,3.91,-0.02,0.72,1.234678,1.348994,1.457132,7340,535994,0,0,-0.94,0.38,0.147888,0.282543,-0.000946
11840,1158,1,0,-0.3,0.27,1.216856,1.304636,1.459974,7390,522575,2,0,0.56,0.5,0.155168,0.292673,-0.021706
11875,279,0,0,-2.06,-0.31,1.223642,1.309944,1.45972,7270,606514,102,0,0.02,-1.15,0.162103,0.293082,-0.021884
11975,1038,1,0,0.19,-0.2,1.224059,1.308508,1.457766,7300,506849,20,0,0.24,-0.97,0.161599,0.288509,-0.010412
11860,26,0,0,1,-0.36,1.223443,1.308508,1.466381,7380,517765,29,0,0.88,-0.76,0.159741,0.288509,0.0013
12005,67,0,0,-1.49,0.18,1.225483,1.308508,1.46378,7320,556586,1,0,-0.95,-0.62,0.16325,0.288509,0.011015
11950,118,0,0,1.15,0.25,1.228229,1.304428,1.459497,7310,476029,0,0,-0.3,-0.46,0.16353,0.289424,-0.00252
11995,319,0,0,0.69,-0.89,1.228033,1.312263,1.459497,7355,415055,0,0,-0.09,0.24,0.175216,0.295676,-0.00252
11845,30,0,0,-0.75,0.23,1.233245,1.304324,1.463492,7290,379179,0,0,-0.5,-0.14,0.172965,0.30044,-0.012021
11915,376,0,0,-0.84,-0.19,1.235925,1.304324,1.45305,7290,558283,6,0,0.66,-0.8,0.172178,0.30044,-0.010165
11785,4119,4,0,0.49,-0.09,1.21109,1.303087,1.403381,7295,623060,0,0,-0.25,-0.48,0.16911,0.300385,-0.018533
11815,7540,7,0,-0.97,-0.21,1.215722,1.295554,1.398441,7310,491986,2,0,0.59,-0.86,0.165945,0.309043,-0.016755
11655,34165,34,0,0.26,-0.21,1.204738,1.295554,1.383422,7480,499150,26,0,1.63,-0.18,0.176526,0.309043,0.036896
11750,884,0,0,-1.38,-0.18,1.211717,1.294614,1.380619,7515,487986,24,6.46,0.8,-0.52,0.1765,0.308401,0.038421
11775,2378,2,0,0.41,0.21,1.210717,1.301187,1.390174,7540,431555,7,0,0.33,-0.51,0.176672,0.301708,0.043918
11740,131,0,0,0.64,-0.21,1.201256,1.301187,1.368494,7560,458751,16,0,0.2,-0.44,0.171533,0.301708,0.055702
11615,39,0,0,-0.32,-0.19,1.199156,1.301187,1.384249,7565,442176,7,0,0.55,-0.92,0.172787,0.301708,0.034175
11530,186,0,0,-1.02,-0.24,1.191575,1.309833,1.384249,7585,678610,6,0,-0.43,-0.24,0.177075,0.302553,0.034175
11520,143,0,0,-0.68,-0.29,1.175973,1.273755,1.384249,7560,478266,0,0,-0.66,0.09,0.172865,0.291407,0.034175
11500,1321,0,0,-0.49,0.11,1.108082,1.049342,1.380741,7530,480639,9,0,0.11,-0.42,0.150611,0.214861,0.035996
11530,2189,2,0,0.06,-0.13,1.104113,1.047718,1.390964,7455,427621,2,0,-0.41,-1,0.145258,0.21231,0.041478
11560,92,0,0,0.45,-0.32,1.09618,1.045546,1.409335,7525,520876,7,0,-0.04,-0.03,0.14246,0.19835,0.049251
11580,112,0,0,0.01,-0.07,1.089182,1.113478,1.409345,7435,463780,0,0,-0.71,-0.52,0.14809,0.193737,0.049234
11690,514,0,0,0.09,0.02,1.086051,1.11286,1.413505,7465,939841,0,0,0.39,-0.51,0.14209,0.194346,0.066
11830,1148,0,0,1.01,-0.04,1.073707,1.085705,1.413505,7445,895340,5,0,-0.37,-0.41,0.133618,0.176861,0.066
11975,838,0,0,1.37,-0.2,1.082012,1.083538,1.406146,7390,599612,86,0,-1.39,0.25,0.130642,0.178954,0.066096
12075,38,0,0,0.97,0.05,1.0824,1.087469,1.414873,7380,462090,4,0.3,-0.1,0.21,0.127548,0.170284,0.071762
12070,510,0,0,1.01,-0.12,1.085055,1.082154,1.414873,7400,752747,59,0,0.11,0.38,0.129058,0.167532,0.071762
12065,117905,118,0,-0.09,-0.08,1.083893,1.083167,1.420893,7410,488067,1,0,0.32,0.19,0.130115,0.16542,0.067552
12205,382,0,0,-0.3,0.18,1.064961,1.083167,1.398618,7435,426910,2,0,0.44,0.09,0.122415,0.16542,0.063174
12230,887,1,0,1.27,0.07,1.047562,1.087452,1.368612,7405,433380,1,0,-0.95,0.64,0.113969,0.161229,0.04182
12445,557,0,0,-0.03,0.31,1.040698,1.071008,1.368809,7365,451795,7,0,-0.44,0.55,0.108862,0.147785,0.042306
12480,1585,1,0,2.21,-0.14,1.027237,1.026098,1.368809,7330,456607,3,0,-1.51,1.61,0.094033,0.090921,0.042306
12490,282,0,0,-0.01,0.15,1.008882,1.012494,1.345139,7305,526650,2,0.09,-0.18,1.44,0.083384,0.088111,0.049034
12420,231,0,0,0.27,-0.04,0.998217,0.985859,1.346021,7250,477046,6,0,-0.22,0.9,0.075882,0.065813,0.041854
12440,180,0,0,-0.38,-0.22,0.999598,0.985859,1.342965,7325,460924,5,0,0.76,1.17,0.068855,0.065813,0.057962
12450,143,0,0,-0.03,-0.02,0.99606,0.985797,1.341738,7330,496464,7,0,0.28,0.96,0.070148,0.065455,0.058364
12400,411,0,0,0.15,-0.09,0.995967,0.997112,1.341738,7360,496781,6,0,0.29,1.07,0.070688,0.068171,0.058364
12255,117873,118,0,-0.5,0.01,0.995834,0.976584,1.334524,7355,444455,4,0,-0.18,1.19,0.070755,0.066495,0.057484
12250,379,0,0,-1.2,0.04,1.012821,0.976584,1.335303,7315,516158,17,176.9,0.06,0.57,0.071723,0.066495,0.053414
12350,33,0,0,0.18,-0.18,1.01669,0.977753,1.336074,7335,883150,400,0,0.42,0.43,0.075906,0.062628,0.054339
12305,18,0,0,0.42,0.22,1.017346,0.979857,1.336074,7295,448913,3,0,-0.59,0.47,0.072564,0.056438,0.054339
12370,41,0,0,-0.26,0.12,1.019426,0.978969,1.336074,7340,436232,1,0,0.93,0.17,0.074056,0.052918,0.054339
12405,109,0,0,0.61,0.04,1.024842,0.975956,1.34522,7355,700301,5,0,0.23,0.14,0.069832,0.051422,0.046886
12345,17,0,0,0.32,0.01,1.011468,0.940873,1.34522,7460,494318,30,0,1.29,0.28,0.082555,0.083867,0.046886
12335,11,0,0,-0.55,0.07,1.007933,0.939285,1.344237,7500,511251,14,0,0.48,0.34,0.082848,0.084639,0.054011
12345,285,0,0,-0.06,0.06,1.010019,0.94116,1.341899,7490,944225,33,0,0.13,0.07,0.08134,0.08284,0.052345
12325,546,1,0,-0.03,0.17,1.009372,0.94116,1.334385,7510,761416,17,0,0.3,0.04,0.080941,0.08284,0.04672
12465,20,0,0,-0.1,0.11,1.002778,0.931273,1.334385,7540,533735,6,0.38,0.26,0.18,0.062837,0.042765,0.04672
12655,108,0,0,1.08,0.17,0.9988,0.931273,1.379939,7535,1067095,24,0,0.7,-0.58,0.063081,0.042765,0.043844
12620,20381,9,0,1.57,0.13,1.003305,0.911963,1.379939,7540,1024183,18,0,-0.5,-0.02,0.063103,0.035236,0.043844
12540,2057,2,0,-0.02,-0.13,1.003665,0.915629,1.375561,7515,620741,2,0,-0.66,0.31,0.063879,0.042946,0.040118
12445,4291,4,0,-0.9,0.13,1.009792,0.925609,1.373972,7700,708109,7,0,2.58,0.2,0.070794,0.089724,0.04967
12560,698,0,0,-0.25,-0.38,1.011419,0.940254,1.373972,7785,726315,8,0,0.59,0.71,0.075697,0.082984,0.04967
12490,90,0,0,0.36,0.18,1.011527,0.942738,1.380749,7825,1292567,414,0.02,0.49,0.73,0.078477,0.087623,0.048968
12490,204,0,0,-0.49,0.11,1.004515,0.942738,1.375991,7800,571719,17,0,0.23,0.18,0.081342,0.087623,0.053673
12485,135,0,0,0.01,0.09,0.984917,0.936854,1.355808,7835,530464,2,0,0.37,0.26,0.070161,0.090784,0.013655
12450,67,0,0,-0.08,0.14,0.981163,0.936854,1.357129,7715,904726,406,0,-1.53,0.26,0.068793,0.090784,-0.003862
12525,45,0,0,-0.26,0.11,0.9815,0.936854,1.353972,7725,513993,4,0,-0.13,0.52,0.070005,0.090784,-0.013524
12585,1413,1,0,0.57,0.15,0.962601,0.925603,1.324118,7795,539682,11,0,0.45,0.98,0.054759,0.074909,-0.038022
12660,400,0,0,0.58,0.05,0.962873,0.9391,1.324118,7830,616363,4,0,0.77,0.65,0.055916,0.086371,-0.038022
12625,395,0,0,0.81,-0.17,0.950262,0.900873,1.329769,7840,577622,38,0,-0.17,0.95,0.057357,0.09259,-0.035973
12630,414,0,0,-0.39,-0.05,0.949341,0.916148,1.329665,7920,704438,141,0,1.81,0.17,0.051944,0.091838,-0.037288
12645,646,1,0,-0.16,0.15,0.949906,0.915493,1.329665,7980,675818,72,0,0.02,0.91,0.053859,0.093412,-0.037288
12650,180,0,0,0.07,0.2,0.953135,0.916416,1.323935,7865,594562,47,0,0.43,-0.97,0.046083,0.101413,-0.030767
12700,460,0,0,0.12,0.11,0.778098,0.917123,0.756415,8015,608528,21,0,1.16,-0.23,0.070111,0.097382,0.012728
12620,1483,1,0,0.29,0.21,0.778345,0.94838,0.756415,8080,658653,36,0,0.37,0.21,0.070501,0.089591,0.012728
12715,256,0,0,-0.27,-0.15,0.780067,0.948355,0.755544,8140,790033,230,0.07,0.26,0.69,0.064869,0.089419,0.014249
12600,57,0,0,0.43,0.17,0.773706,0.933085,0.755544,8140,709493,36,0,0.71,-0.01,0.071407,0.105579,0.014249
12615,89,0,0,-0.9,0.16,0.777125,0.935104,0.744029,8210,646253,100,0,0.28,0.57,0.070044,0.10677,0.025395
12590,530,0,0,0.18,0.1,0.780111,0.940532,0.744029,8115,411419,32,0,-0.42,-0.18,0.069406,0.12439,0.025395
12590,3551,2,0,-0.17,0.07,0.778664,0.94062,0.742774,7995,575355,116,0,-0.68,-0.98,0.077164,0.126502,0.036495
12555,587,1,0,0.25,-0.18,0.774656,0.942077,0.749843,8115,806478,42,0,1.2,-0.68,0.080401,0.118349,0.037807
12510,45,0,0,-0.43,-0.03,0.764841,0.942077,0.700037,8160,438767,25,0,0.54,-0.67,0.100034,0.118349,0.117658
12640,64,0,0,-0.28,-0.11,0.777065,0.970569,0.699186,8155,847877,1,0,-0.3,-0.43,0.108391,0.136831,0.117258
12645,32,0,0,0.72,0.21,0.773127,0.955227,0.694502,8175,545989,4,0,-0.33,0.14,0.108486,0.133767,0.117271
12640,629,0,0,0.52,-0.28,0.729861,0.852118,0.694502,8210,417989,14,0,0.77,-0.2,0.109047,0.13282,0.117271
12630,206,0,0,-0.5,0.19,0.728682,0.874816,0.694791,8140,435182,9,0,-0.79,-0.26,0.111549,0.134018,0.105739
12610,65,0,0,0.03,0.08,0.715322,0.85382,0.694791,8125,398838,8,0,0.33,-0.78,0.098264,0.113374,0.105739
12675,102,0,0,0.1,-0.18,0.714829,0.857012,0.694791,8220,479383,97,0,0.22,0.16,0.100511,0.094868,0.105739
12550,129,0,0,0,0.34,0.713354,0.857671,0.694791,8090,389952,13,1.64,-1.31,-0.11,0.096522,0.095502,0.105739
12590,933,0,0,-0.61,-0.04,0.713383,0.879251,0.694791,8080,464140,102,0,-0.28,0.04,0.096587,0.098658,0.105739
12665,603,0,0,0.12,0.16,0.715834,0.876106,0.687282,8145,379515,11,0,1.59,-0.73,0.094483,0.089302,0.115491
12630,31,0,0,0.57,0.18,0.716056,0.876465,0.696542,8270,448838,100,0,0.87,-0.07,0.101483,0.091485,0.112505
12530,671,0,0,-0.18,0.08,0.716834,0.87897,0.684672,8230,455385,32,0,-1.02,0.47,0.100483,0.094352,0.10908
12550,178,0,0,-0.62,-0.09,0.715592,0.891743,0.698475,8275,510068,124,0,0.19,0.82,0.099433,0.0863,0.117621
12605,33,0,0,-0.11,0.18,0.712591,0.894634,0.6973,8190,647985,30,0,-0.54,0.33,0.105937,0.087359,0.120446
12615,54,0,0,0.5,0.12,0.722343,0.914217,0.703193,8145,546077,21,0,0,-0.22,0.105129,0.082739,0.113993
12550,219,0,0,0.12,0.08,0.725055,0.914859,0.67672,8080,945522,497,0,-0.22,-0.8,0.097362,0.086229,0.153449
12560,119,0,0,-0.53,0.09,0.707354,0.914859,0.652551,8105,887385,215,0,0.93,-1.41,0.089287,0.086229,0.12032
12540,10,0,0,-0.14,0.31,0.706297,0.913246,0.655948,8215,852639,68,1.07,0.41,-0.48,0.089896,0.065467,0.118608
12605,1416,1,0,0.3,-0.15,0.697487,0.896325,0.655948,8295,760013,303,0.41,1.04,-0.55,0.106087,0.09241,0.118608
12605,19905,11,0,0.47,-0.1,0.690813,0.891691,0.651384,8320,521465,127,0.83,0.07,-0.32,0.101995,0.090169,0.115931
12550,148,0,0,-0.24,0.15,0.66062,0.891691,0.563499,8255,423455,95,0,-0.44,-0.66,0.127724,0.090169,0.190002
12625,1579,1,0,-0.36,0.07,0.657103,0.899658,0.563499,8240,610545,6,0,-0.73,-0.11,0.127754,0.087638,0.190002
12570,647,1,0,0.49,0.18,0.660447,0.900269,0.563499,8245,556519,5,0,0.6,-0.64,0.128695,0.089689,0.190002
12355,110,0,0,-0.3,0.04,0.648311,0.882019,0.558344,8245,537753,9,0,0.14,-0.79,0.128832,0.089628,0.189149
12425,950,0,0,-1.24,-0.44,0.660799,0.881435,0.593332,8335,487925,77,0.33,1.19,-0.88,0.112378,0.0873,0.151984
12300,2147,1,0,-0.05,0.17,0.65707,0.879932,0.59591,8365,642212,224,0.01,0.46,-0.98,0.11075,0.082192,0.153115
12305,57,0,0,0.01,-0.85,0.656865,0.874549,0.598786,8210,504335,78,0,-1.77,-1.06,0.141699,0.086386,0.244599
12395,863,1,0,-1,0.19,0.654038,0.894525,0.598786,8285,449210,25,0,1.06,-1.21,0.146127,0.09897,0.244599
12405,122,0,0,0.99,-0.07,0.652395,0.896507,0.624398,8240,455701,26,0,-0.11,-1.63,0.147318,0.094526,0.206951
12260,2,0,0,-0.15,0.17,0.652278,0.89482,0.617447,8330,359920,36,0,0.5,-1.06,0.154564,0.09956,0.197333
12210,93,0,0,-1.18,0.18,0.664539,0.904727,0.600849,8365,449477,46,0,0.42,-1.06,0.15265,0.098431,0.202825
12205,1297,0,0,-0.4,0.18,0.665387,0.917391,0.595582,8385,521944,8,0,0.3,-1.12,0.152283,0.104431,0.205579
12220,767,0,0,-0.06,0.2,0.666447,0.917587,0.598226,8400,507515,174,0,0.05,-1,0.148163,0.104394,0.200067
12190,390,0,0,0.31,0.02,0.667887,0.913041,0.598226,8390,385318,12,0,-0.11,-1.01,0.149937,0.106224,0.200067
12245,2,0,0,-0.44,0.21,0.66771,0.914137,0.595219,8350,379932,13,0,-0.84,-0.64,0.148094,0.107515,0.199703
12250,1136,1,0,0.54,0.12,0.66735,0.907527,0.604707,8460,522452,79,0,1.74,-1.05,0.147249,0.089721,0.225798
12175,1427,1,0,-0.04,0.2,0.663811,0.907527,0.612633,8595,710405,105,0.26,0.92,-0.39,0.139446,0.089721,0.237081
12290,459,0,0,-0.32,-0.1,0.669197,0.907527,0.59649,8595,554956,68,0,0.87,-1.25,0.13991,0.089721,0.235654
12380,511,0,0,0.69,0.16,0.670249,0.904479,0.59649,8690,714859,240,0,0.07,-0.23,0.142503,0.084371,0.235654
12405,339,0,0,0.77,0.12,0.669075,0.904479,0.59036,8630,450794,6,0,-0.11,-0.82,0.145228,0.084371,0.234973
12290,1155,1,0,0.16,0.16,0.668048,0.904479,0.594028,8675,470729,38,58.02,-0.03,-0.27,0.145363,0.084371,0.223814
12185,19796,14,0,-0.91,0.15,0.668945,0.909102,0.602243,8735,465498,36,16.34,1.8,-1.36,0.138383,0.073712,0.197094
12210,2890,0,0,-0.52,-0.19,0.674293,0.922257,0.59005,8895,520729,34,42.21,0.23,0.21,0.135206,0.073063,0.223232
12240,290,0,0,-0.2,0.21,0.672981,0.922594,0.592747,8890,674655,176,52.87,0.08,0.08,0.135149,0.073921,0.222275
12150,15,0,0,0.2,0.26,0.663952,0.902189,0.603952,8810,535816,53,64.06,-0.51,-0.31,0.119956,0.041799,0.232202
12320,279,0,0,-0.59,0.11,0.665196,0.899581,0.592582,8885,583630,65,71.89,0.51,0.03,0.118853,0.034467,0.243754
12455,151,0,0,1.42,0.09,0.696374,0.907511,0.655177,8895,469062,11,34.22,-0.54,0.68,0.125135,0.034205,0.264085
12480,836,1,0,1.12,0.07,0.685715,0.900107,0.597072,8855,479157,7,37.05,-0.23,0.46,0.096197,0.038714,0.184302
12480,674,1,0,0.39,-0.13,0.682447,0.901714,0.600566,8750,559453,37,51.79,0.24,-0.97,0.100711,0.038398,0.169714
12515,1574,0,0,-0.21,0.09,0.678506,0.894713,0.600566,8815,712420,257,33.77,-0.34,0.11,0.104987,0.045737,0.169714
12535,93,0,0,0.5,-0.13,0.67854,0.894452,0.600566,8830,456016,13,28.39,0.02,0.26,0.105126,0.045574,0.169714
12790,2049,1,0,-0.05,0.08,0.667825,0.859629,0.600566,8840,530570,17,51.42,-0.13,0.5,0.103536,0.04321,0.169714
12770,526,0,0,1.89,0.23,0.673493,0.877739,0.637924,8805,634895,162,36.65,-0.49,0.59,0.101156,0.03688,0.160706
12805,183,0,0,0.03,0.04,0.678286,0.87917,0.636162,8815,619746,129,31.84,0.4,0.31,0.09712,0.03562,0.161179
12770,590,0,0,0.21,0.11,0.672568,0.877174,0.639821,8810,461329,9,35.4,-0.16,0.41,0.100801,0.037073,0.159897
12845,938,1,0,-0.17,0.01,0.676471,0.884817,0.637814,8750,483122,21,29.45,0.17,-0.44,0.111529,0.043486,0.170335
12805,926,0,0,0.46,0.14,0.67438,0.877351,0.641145,8685,563760,45,42.54,-1.1,-0.08,0.114363,0.047261,0.166781
12760,159,0,0,-0.37,0.19,0.672647,0.877351,0.641963,8710,1125429,10,50.8,0.23,-0.02,0.109093,0.047261,0.174031
12905,197,0,0,0.33,-0.49,0.66736,0.867879,0.634872,8740,485224,13,27.78,0.33,-0.01,0.116608,0.060459,0.178569
12900,753,1,0,0.46,0.18,0.662039,0.846645,0.632966,8765,468646,10,15.15,0.29,-0.01,0.116758,0.057431,0.178661
13190,35,0,0,-0.08,0.22,0.647345,0.819149,0.632966,8765,478756,18,20.75,0.07,-0.08,0.111401,0.048056,0.178661
13215,3031,3,0,2.28,0.19,0.652074,0.857929,0.599823,8855,460368,11,28.58,1.55,-0.6,0.11793,0.085822,0.189543
13270,126,0,0,0.27,0.11,0.670834,0.845622,0.669767,8975,537437,58,15.17,0.52,0.23,0.142399,0.11023,0.231152
13395,1131,0,0,0.36,0.17,0.670374,0.835843,0.669767,9000,563073,114,0,0.1,0.42,0.143025,0.111656,0.231152
13460,1441,1,0,0.98,0.14,0.678217,0.835843,0.709202,9015,916553,96,0,-0.09,0.67,0.147943,0.111656,0.245523
13515,291,0,0,0.49,0.13,0.678306,0.833944,0.709202,9000,496278,12,0,-0.26,0.76,0.147165,0.114349,0.245523
13510,1599,1,0,0.39,0.15,0.678421,0.83143,0.709202,8945,614919,123,0,-0.1,0.25,0.146663,0.121604,0.245523
13505,664,0,6.73,0.06,0.06,0.681673,0.834703,0.707271,8980,555414,90,56.32,0.25,0.38,0.148919,0.124414,0.250751
13545,1889,1,0,0.42,-0.4,0.680649,0.835411,0.707352,8930,550575,43,112.1,-0.06,-0.11,0.15189,0.12166,0.250407
13725,416,0,0,-0.03,-0.08,0.68053,0.833897,0.684688,8960,525458,6,75.25,-0.16,0.38,0.152717,0.122943,0.25472
13800,564,1,0,1.14,0.11,0.680693,0.80987,0.684326,8965,570522,115,0,-0.19,0.63,0.15473,0.123535,0.253906
13730,463,0,0,0.44,0.22,0.684209,0.805473,0.684326,8975,463842,24,0,0.41,0.33,0.146635,0.111546,0.253906
13760,1572,1,0,-0.39,0.1,0.691562,0.81341,0.69056,9015,536266,62,16.42,0.44,0.34,0.148457,0.106376,0.255518
13850,586,0,0,0.11,0.21,0.711589,0.81341,0.757727,9120,555092,107,44.19,0.35,1.15,0.13285,0.106376,0.228674
13930,2622,2,0,1.26,-0.38,0.719911,0.817271,0.757727,9120,506262,15,0,0.82,0.33,0.131845,0.105276,0.228674
13920,958,0,0,-0.03,0.22,0.723586,0.813149,0.749548,9015,631153,126,0,-0.81,-0.01,0.131144,0.117304,0.226066
14170,5022,3,21.43,-0.09,0.24,0.718897,0.801851,0.751263,9030,464856,18,0,-0.1,0.25,0.127869,0.117178,0.222431
14245,2873,1,0,1.9,0.13,0.729918,0.825878,0.751366,9055,684313,220,101.36,-0.62,1.15,0.129326,0.118725,0.208975
14500,624,0,0,0.44,0.22,0.714045,0.825878,0.709297,9000,467690,19,1.8,0.26,0.27,0.134758,0.118725,0.219801
14160,4339,1,0,-0.02,2.03,0.719958,0.824024,0.709297,8970,555558,126,0,-0.59,0.54,0.132957,0.11869,0.219801
14510,26059,14,0,0.19,-0.54,0.729166,0.824024,0.714193,9000,536930,88,0,0.65,0.23,0.13205,0.11869,0.21631
14430,1935,0,0,1.73,0.18,0.721436,0.823667,0.751685,9100,640624,168,1.82,0.79,0.55,0.134042,0.12627,0.231614
14465,1706,1,0,-0.1,-0.27,0.719923,0.829278,0.751685,9090,548248,33,0.27,0.11,0.33,0.133705,0.127578,0.231614
14350,4425,2,0,-0.16,0.13,0.63323,0.829278,0.322193,9080,2090052,1618,0,0.69,-0.46,0.138487,0.127578,0.272447
14150,5174,2,0,-1.09,0.43,0.492688,0.457182,0.318163,9230,2258559,1803,0,0.97,0.22,0.087929,0.008208,0.281978
14135,2333,0,0,-1.25,0.29,0.504644,0.457182,0.335811,9265,2104244,1606,2.74,0.64,-0.04,0.105423,0.008208,0.347914
13935,344,0,0,0.21,-0.03,0.52136,0.457182,0.358135,9230,1913452,1430,0,-0.89,0.48,0.110842,0.008208,0.344849
